server port,client port,Q1_IAT,Med_IAT,Min_IAT,Q3_IAT,Max_IAT,Var_IAT,Mean_IAT,Classes
49267,20,0.000016,0.000289,0.000662,0.00671,0.011666,0.022383,0.000115,FTP-DATA
3704,20,0,0.000008,0.000017,0.00137,0.000179,0.035254,0.000031,FTP-DATA
3456,20,0.000001,0.000007,0.000018,0.001287,0.000148,0.033466,0.000033,FTP-DATA
3494,20,0,0.000008,0.00002,0.001455,0.000222,0.033775,0.000034,FTP-DATA
3257,20,0.000001,0.000006,0.000017,0.001278,0.000154,0.031455,0.00003,FTP-DATA
3225,20,0,0.000008,0.00002,0.001467,0.000234,0.032742,0.000033,FTP-DATA
3937,20,0,0.000009,0.000022,0.001115,0.000261,0.032503,0.000018,FTP-DATA
3222,20,0.000001,0.000012,0.000021,0.002106,0.000244,0.032328,0.000053,FTP-DATA
3806,20,0,0.000008,0.000019,0.002441,0.000163,0.032809,0.000066,FTP-DATA
3452,20,0.000001,0.000012,0.000021,0.001819,0.000253,0.034152,0.000045,FTP-DATA
49225,20,0.000001,0.000121,0.000322,0.00774,0.013322,0.026974,0.000161,FTP-DATA
3254,20,0.000001,0.000007,0.000018,0.001353,0.00016,0.03301,0.000033,FTP-DATA
3521,20,0.000001,0.000007,0.000017,0.001149,0.000068,0.034359,0.000029,FTP-DATA
3197,20,0.000001,0.00001,0.000019,0.001474,0.000161,0.033548,0.000037,FTP-DATA
3481,20,0,0.000007,0.000017,0.001129,0.000059,0.034697,0.000027,FTP-DATA
3442,20,0.000001,0.000012,0.000067,0.001774,0.000328,0.035732,0.000033,FTP-DATA
3960,20,0,0.00001,0.000021,0.001491,0.000253,0.12549,0.000045,FTP-DATA
3685,20,0,0.000007,0.000017,0.000975,0.000086,0.033419,0.000018,FTP-DATA
3275,20,0,0.000007,0.000017,0.000929,0.000065,0.032671,0.000021,FTP-DATA
49289,20,0.00002,0.000257,0.000926,0.006972,0.011816,0.02371,0.000122,FTP-DATA
3852,20,0.000001,0.000008,0.000017,0.001285,0.000074,0.037654,0.000033,FTP-DATA
3138,20,0,0.00001,0.000035,0.001411,0.000296,0.036016,0.000025,FTP-DATA
3558,20,0.000001,0.000008,0.000021,0.001948,0.000225,0.031806,0.000048,FTP-DATA
3778,20,0.000001,0.000013,0.000022,0.004748,0.000343,0.032107,0.000119,FTP-DATA
3587,20,0.000001,0.00001,0.000044,0.002452,0.000325,0.039294,0.000055,FTP-DATA
24031,20,0,0.000013,0.000241,0.048841,0.001057,8.252378,0.206286,FTP-DATA
3283,20,0.000001,0.000015,0.000118,0.004709,0.000335,0.034242,0.00012,FTP-DATA
3436,20,0,0.000014,0.000029,0.003814,0.000312,0.032939,0.000088,FTP-DATA
3863,20,0.000001,0.000013,0.000078,0.003251,0.000342,2.923696,0.003277,FTP-DATA
49278,20,0.000001,0.000322,0.001066,0.006757,0.011705,0.022181,0.00011,FTP-DATA
3103,20,0.000001,0.000015,0.000028,0.003241,0.000252,0.032494,0.000083,FTP-DATA
4649,20,0.000012,0.000203,0.00028,0.192079,0.546144,0.616742,0.082975,FTP-DATA
3083,20,0,0.000008,0.000025,0.001652,0.000238,0.035879,0.00004,FTP-DATA
3766,20,0.000001,0.000016,0.000207,0.006756,0.001368,0.032223,0.000154,FTP-DATA
3787,20,0.000001,0.000008,0.000017,0.002152,0.000161,0.037394,0.00006,FTP-DATA
3752,20,0,0.000013,0.000242,0.00873,0.013444,0.033755,0.000177,FTP-DATA
3881,20,0,0.000012,0.000022,0.001957,0.000262,0.031716,0.000033,FTP-DATA
3150,20,0,0.000009,0.000022,0.001544,0.000266,0.032482,0.000033,FTP-DATA
3446,20,0.000001,0.000008,0.000029,0.005171,0.000284,0.034932,0.000134,FTP-DATA
3137,20,0.000001,0.000013,0.000031,0.004291,0.000317,0.033837,0.000112,FTP-DATA
3153,20,0,0.000015,0.000242,0.006536,0.000555,0.032207,0.00015,FTP-DATA
3512,20,0,0.000008,0.00002,0.001202,0.000226,0.034302,0.000024,FTP-DATA
3897,20,0.000001,0.000004,0.000016,0.000981,0.000055,0.031831,0.000022,FTP-DATA
3247,20,0,0.000007,0.000017,0.001257,0.00017,0.034201,0.000031,FTP-DATA
3405,20,0.000001,0.000012,0.000178,0.002884,0.000349,0.033051,0.000059,FTP-DATA
63675,20,0,0.000003,0.000016,0.030034,0.000192,1.693007,0.024508,FTP-DATA
3874,20,0,0.000005,0.000017,0.000904,0.000046,0.031835,0.000021,FTP-DATA
3223,20,0,0.000008,0.000019,0.001386,0.000219,0.031398,0.000024,FTP-DATA
3310,20,0.000001,0.00001,0.000031,0.001634,0.000274,0.031671,0.000037,FTP-DATA
3827,20,0,0.000009,0.00002,0.001426,0.000207,0.053797,0.000033,FTP-DATA
3568,20,0.000001,0.000177,0.000313,0.032691,0.001267,0.146058,0.004121,FTP-DATA
3952,20,0.000001,0.000007,0.000017,0.000986,0.000049,0.033997,0.00002,FTP-DATA
3531,20,0,0.000008,0.000025,0.001457,0.000277,0.032191,0.000028,FTP-DATA
3729,20,0.000001,0.000012,0.000023,0.002209,0.000235,0.033155,0.000056,FTP-DATA
3239,20,0,0.000009,0.000033,0.001707,0.000296,0.032845,0.000035,FTP-DATA
34767,20,0.000001,0.000016,0.000324,0.090891,0.015355,5.317732,0.114069,FTP-DATA
3434,20,0.000001,0.000012,0.00002,0.001675,0.000195,0.034535,0.000042,FTP-DATA
3889,20,0.000001,0.000013,0.000026,0.003885,0.000309,0.031955,0.000097,FTP-DATA
3611,20,0,0.000006,0.000016,0.001058,0.000071,0.032904,0.000022,FTP-DATA
49261,20,0.000001,0.000127,0.00026,0.006505,0.011422,0.022179,0.000113,FTP-DATA
3290,20,0,0.000006,0.000017,0.000876,0.000065,0.032215,0.000015,FTP-DATA
3697,20,0.000001,0.000013,0.000166,0.003762,0.000575,0.033492,0.000069,FTP-DATA
49234,20,0.000017,0.000319,0.000909,0.007071,0.012089,0.023759,0.000124,FTP-DATA
3111,20,0,0.000008,0.000018,0.001292,0.000129,0.031696,0.000032,FTP-DATA
3280,20,0.000001,0.000007,0.000017,0.001121,0.000066,0.031661,0.000027,FTP-DATA
3299,20,0.000001,0.000013,0.000192,0.001685,0.000362,0.033304,0.000018,FTP-DATA
63735,20,0.000001,0.000012,0.000316,0.024291,0.041903,0.088503,0.001469,FTP-DATA
3227,20,0,0.000008,0.00002,0.001388,0.000271,0.033047,0.000028,FTP-DATA
3767,20,0.000001,0.000016,0.000214,0.008278,0.015399,0.032028,0.000197,FTP-DATA
23859,20,0,0.00002,0.000289,0.047483,0.001799,1.788485,0.026694,FTP-DATA
3566,20,0.000034,0.000281,0.014915,0.124182,0.253016,0.347732,0.024413,FTP-DATA
3607,20,0,0.000008,0.000017,0.001326,0.000124,0.033525,0.000033,FTP-DATA
3218,20,0,0.000008,0.000025,0.001756,0.000271,0.032544,0.000034,FTP-DATA
3311,20,0,0.00001,0.000024,0.001333,0.000296,0.032978,0.000023,FTP-DATA
3545,20,0,0.00001,0.000032,0.00129,0.000301,0.032509,0.00002,FTP-DATA
3297,20,0,0.000012,0.000062,0.002003,0.000307,0.035494,0.000044,FTP-DATA
3190,20,0.000001,0.000007,0.000017,0.001172,0.000139,0.033531,0.000029,FTP-DATA
3210,20,0.000001,0.000008,0.000022,0.001789,0.000278,0.035511,0.000038,FTP-DATA
3759,20,0.000001,0.000014,0.00007,0.003613,0.000334,0.032868,0.000073,FTP-DATA
3926,20,0,0.000012,0.000032,0.001465,0.000304,0.040417,0.000031,FTP-DATA
3438,20,0,0.000008,0.000019,0.001443,0.000186,0.033893,0.000036,FTP-DATA
49235,20,0.000001,0.000157,0.000339,0.007453,0.012953,0.025612,0.000149,FTP-DATA
3593,20,0,0.000008,0.000021,0.001686,0.000245,0.036102,0.000035,FTP-DATA
3640,20,0,0.000007,0.000018,0.001189,0.000148,0.032438,0.000028,FTP-DATA
3779,20,0.000001,0.000013,0.00034,0.009075,0.018798,0.033359,0.000205,FTP-DATA
3519,20,0,0.000008,0.000023,0.00121,0.000284,0.033466,0.000021,FTP-DATA
3401,20,0.000001,0.000007,0.000018,0.001681,0.000174,0.179617,0.000104,FTP-DATA
1558,20,0.000001,0.000004,0.000105,0.020553,0.000961,0.102066,0.001839,FTP-DATA
3959,20,0,0.00001,0.000025,0.00146,0.000241,0.032658,0.000032,FTP-DATA
3678,20,0.000001,0.000007,0.000018,0.001187,0.000097,0.032996,0.000026,FTP-DATA
3387,20,0.000001,0.000007,0.000018,0.001333,0.000086,0.034049,0.000034,FTP-DATA
3241,20,0,0.000008,0.00002,0.00162,0.000262,0.034372,0.000024,FTP-DATA
3140,20,0.000001,0.000009,0.000022,0.001558,0.000242,0.031581,0.000033,FTP-DATA
3651,20,0.000001,0.000012,0.000022,0.002749,0.000279,0.035719,0.000077,FTP-DATA
3185,20,0.000001,0.000008,0.000019,0.001482,0.000127,0.04356,0.000039,FTP-DATA
3986,20,0.000001,0.000007,0.000017,0.001301,0.000074,0.031361,0.000032,FTP-DATA
3416,20,0,0.000009,0.000026,0.003398,0.000257,0.03155,0.000087,FTP-DATA
3539,20,0.000001,0.000008,0.000019,0.001487,0.000228,0.033021,0.000036,FTP-DATA
3414,20,0.000001,0.000007,0.000023,0.001607,0.000253,0.033378,0.000032,FTP-DATA
3322,20,0,0.000007,0.000017,0.001053,0.000147,0.031793,0.000021,FTP-DATA
3886,20,0.000001,0.000016,0.000167,0.006762,0.000561,0.031868,0.000163,FTP-DATA
3166,20,0.000001,0.000014,0.000192,0.002905,0.000463,0.031394,0.000053,FTP-DATA
3646,20,0.000002,0.000016,0.000134,0.006448,0.000339,0.033439,0.000165,FTP-DATA
3514,20,0.000001,0.000008,0.000019,0.001458,0.000146,0.033947,0.000037,FTP-DATA
3983,20,0.000001,0.000011,0.000025,0.001898,0.000256,0.032241,0.00004,FTP-DATA
3361,20,0,0.000014,0.000025,0.002747,0.00027,0.031204,0.000072,FTP-DATA
3664,20,0.000001,0.000013,0.000025,0.00244,0.000309,0.033016,0.000043,FTP-DATA
3717,20,0.000001,0.000008,0.000019,0.001714,0.000249,0.032845,0.000039,FTP-DATA
3081,20,0.000001,0.000007,0.000019,0.001566,0.00023,0.032617,0.000037,FTP-DATA
3905,20,0,0.000008,0.00002,0.001291,0.00021,0.032554,0.000026,FTP-DATA
3511,20,0.000001,0.000014,0.000022,0.005367,0.000299,0.129638,0.000313,FTP-DATA
3084,20,0,0.000007,0.000018,0.001124,0.000192,0.172788,0.00003,FTP-DATA
49280,20,0.000016,0.00018,0.000476,0.006874,0.012202,0.022862,0.000119,FTP-DATA
3604,20,0.000001,0.000006,0.000017,0.001778,0.000119,0.036275,0.000051,FTP-DATA
3449,20,0.000001,0.000008,0.000018,0.001469,0.000138,0.032893,0.000039,FTP-DATA
3961,20,0,0.00001,0.00002,0.001405,0.000152,0.059356,0.000035,FTP-DATA
33047,20,0,0.000013,0.000089,0.00776,0.000206,0.509841,0.001283,FTP-DATA
3948,20,0,0.000009,0.000032,0.001814,0.000347,0.032944,0.000037,FTP-DATA
3318,20,0.000001,0.000008,0.000098,0.036525,0.000356,2.913583,0.085644,FTP-DATA
3885,20,0.000001,0.000008,0.000017,0.001334,0.000111,0.031448,0.000031,FTP-DATA
3360,20,0,0.000009,0.000025,0.0018,0.00023,0.031859,0.000043,FTP-DATA
49217,20,0,0.000002,0.000016,0.000571,0.000112,0.031634,0.000005,FTP-DATA
3278,20,0,0.000007,0.000018,0.001373,0.000193,0.032498,0.000027,FTP-DATA
3447,20,0,0.000007,0.000016,0.001236,0.000082,0.033745,0.000033,FTP-DATA
3139,20,0.000001,0.000008,0.000019,0.001381,0.000123,0.034692,0.000036,FTP-DATA
3939,20,0,0.000012,0.000043,0.001331,0.000316,0.033053,0.000023,FTP-DATA
49255,20,0.000025,0.00019,0.000279,0.006715,0.011745,0.022833,0.000116,FTP-DATA
3457,20,0.000002,0.000013,0.000126,0.004736,0.000326,0.036924,0.000122,FTP-DATA
3989,20,0.000001,0.000008,0.000018,0.00156,0.000107,0.032937,0.000041,FTP-DATA
26741,20,0,0.000016,0.000274,0.00446,0.003319,0.412227,0.000129,FTP-DATA
3614,20,0,0.000011,0.000038,0.00217,0.000317,0.035726,0.000047,FTP-DATA
3985,20,0.000001,0.000008,0.000022,0.002397,0.00029,0.031317,0.000043,FTP-DATA
3125,20,0,0.00001,0.000037,0.001325,0.000322,0.03203,0.000022,FTP-DATA
3122,20,0.000001,0.000013,0.000103,0.002669,0.000337,0.030334,0.000062,FTP-DATA
3930,20,0,0.00001,0.000163,0.006673,0.000579,0.032434,0.000168,FTP-DATA
3835,20,0.000001,0.000009,0.000019,0.001888,0.000232,0.034034,0.000047,FTP-DATA
3804,20,0,0.000008,0.000019,0.001107,0.000205,0.034252,0.000018,FTP-DATA
3647,20,0,0.000007,0.000017,0.000955,0.000054,0.033993,0.000023,FTP-DATA
3117,20,0.000001,0.000008,0.000019,0.001703,0.000225,0.032655,0.000042,FTP-DATA
3579,20,0.000001,0.000012,0.000023,0.002797,0.000284,0.03458,0.00006,FTP-DATA
3303,20,0,0.000006,0.000017,0.001184,0.000133,0.032317,0.00003,FTP-DATA
3099,20,0.000001,0.000007,0.000016,0.000971,0.000062,0.033307,0.000023,FTP-DATA
3882,20,0,0.000007,0.000017,0.0009,0.00006,0.031863,0.000021,FTP-DATA
3439,20,0.000001,0.000012,0.000022,0.002312,0.00024,0.033854,0.000062,FTP-DATA
3451,20,0.000001,0.000009,0.000019,0.002402,0.000169,0.125377,0.00012,FTP-DATA
3364,20,0,0.000011,0.000059,0.001319,0.000318,0.034309,0.000021,FTP-DATA
3691,20,0.000001,0.000014,0.000022,0.00473,0.000326,0.033236,0.000121,FTP-DATA
3953,20,0.000001,0.00001,0.000018,0.001852,0.000178,0.103133,0.000069,FTP-DATA
49264,20,0.000026,0.00024,0.00053,0.006712,0.011439,0.023074,0.000116,FTP-DATA
3735,20,0.000001,0.000046,0.000211,0.009248,0.023761,0.032499,0.000219,FTP-DATA
3706,20,0,0.000007,0.000017,0.000972,0.000062,0.032769,0.000022,FTP-DATA
49238,20,0.000002,0.00023,0.000305,0.006622,0.011493,0.022605,0.000115,FTP-DATA
49276,20,0.000001,0.000177,0.00056,0.006674,0.01179,0.022223,0.000112,FTP-DATA
49287,20,0.000019,0.0001,0.000279,0.006796,0.011773,0.023531,0.000124,FTP-DATA
3170,20,0,0.000008,0.000021,0.001476,0.000264,0.037017,0.000029,FTP-DATA
24053,20,0.000001,0.000069,0.000399,0.339361,0.290462,2.615963,0.665748,FTP-DATA
3763,20,0.000001,0.000007,0.000018,0.001099,0.000071,0.038394,0.000029,FTP-DATA
3625,20,0,0.000008,0.00002,0.001217,0.000219,0.036216,0.000026,FTP-DATA
3313,20,0,0.00001,0.000032,0.001272,0.000298,0.033584,0.00002,FTP-DATA
3848,20,0,0.000009,0.000024,0.001426,0.000284,0.032804,0.000028,FTP-DATA
4599,20,0.000001,0.000204,0.001185,0.514297,0.593032,3.734536,1.116606,FTP-DATA
3791,20,0.000001,0.000014,0.000028,0.003151,0.0003,0.032077,0.000083,FTP-DATA
3734,20,0.000001,0.000012,0.000023,0.00273,0.000262,0.035103,0.000072,FTP-DATA
3537,20,0.000001,0.000008,0.00002,0.002658,0.000218,0.033094,0.000071,FTP-DATA
3851,20,0.000001,0.000007,0.000017,0.001691,0.000132,0.032523,0.000045,FTP-DATA
3220,20,0,0.00001,0.000036,0.001815,0.000326,0.035068,0.000031,FTP-DATA
3737,20,0.000001,0.000011,0.000285,0.00887,0.014575,0.033711,0.000169,FTP-DATA
3612,20,0.000001,0.000013,0.000185,0.002334,0.000355,0.037128,0.000052,FTP-DATA
3638,20,0,0.000007,0.000016,0.001204,0.000088,0.034788,0.000031,FTP-DATA
3552,20,0,0.000012,0.000133,0.001538,0.000338,0.034466,0.000026,FTP-DATA
3857,20,0.000001,0.000013,0.000023,0.002206,0.000247,0.032526,0.000055,FTP-DATA
3826,20,0,0.000007,0.000018,0.001428,0.000172,0.036422,0.000035,FTP-DATA
3344,20,0,0.00001,0.000025,0.001703,0.000266,0.032671,0.000036,FTP-DATA
3485,20,0.000001,0.000009,0.000018,0.00118,0.000115,0.03287,0.000029,FTP-DATA
3163,20,0.000001,0.000008,0.000021,0.004032,0.00025,0.049437,0.000118,FTP-DATA
3516,20,0,0.00001,0.000042,0.001521,0.000318,0.033922,0.000027,FTP-DATA
3357,20,0.000001,0.000008,0.000019,0.002048,0.000244,0.108237,0.000084,FTP-DATA
3880,20,0.000001,0.000012,0.000022,0.002142,0.000219,0.032616,0.000049,FTP-DATA
3543,20,0.000001,0.000008,0.000017,0.001263,0.000156,0.03273,0.000032,FTP-DATA
3534,20,0.000001,0.000008,0.000023,0.00172,0.000244,0.033069,0.000044,FTP-DATA
3467,20,0,0.00001,0.000037,0.001209,0.000316,0.033182,0.000017,FTP-DATA
3815,20,0,0.000007,0.000017,0.001235,0.000066,0.201483,0.000092,FTP-DATA
3189,20,0,0.000007,0.00002,0.00111,0.00017,0.032441,0.000028,FTP-DATA
3580,20,0,0.000007,0.000016,0.003757,0.000065,2.903535,0.007701,FTP-DATA
3101,20,0,0.000012,0.000128,0.001617,0.000349,0.033043,0.000029,FTP-DATA
3331,20,0,0.000007,0.000017,0.001195,0.000168,0.059839,0.000026,FTP-DATA
3423,20,0.000001,0.00001,0.000023,0.004411,0.000375,0.033346,0.000112,FTP-DATA
3869,20,0.000001,0.000012,0.000037,0.001807,0.00028,0.031098,0.00004,FTP-DATA
3962,20,0.000001,0.000007,0.000021,0.001592,0.000154,0.031997,0.000041,FTP-DATA
3526,20,0,0.000008,0.000018,0.00154,0.000205,0.033343,0.00004,FTP-DATA
3582,20,0.000001,0.000008,0.000017,0.001657,0.000169,0.032837,0.000043,FTP-DATA
3696,20,0.000001,0.000012,0.000124,0.007384,0.000345,2.951283,0.014177,FTP-DATA
3954,20,0,0.000012,0.000029,0.00995,0.000334,1.406416,0.009795,FTP-DATA
3855,20,0.000001,0.000008,0.000018,0.001735,0.000229,0.031888,0.000035,FTP-DATA
3548,20,0.000001,0.000013,0.000021,0.002262,0.000227,0.032142,0.000056,FTP-DATA
34771,20,0,0.000015,0.000307,0.039042,0.013876,2.03123,0.0208,FTP-DATA
49245,20,0.000036,0.000252,0.001014,0.007062,0.012236,0.023411,0.000124,FTP-DATA
3672,20,0,0.000011,0.00005,0.001341,0.000326,0.033233,0.000018,FTP-DATA
3095,20,0,0.000012,0.000104,0.001845,0.000338,0.033037,0.000031,FTP-DATA
3320,20,0.000001,0.000008,0.000017,0.001302,0.000139,0.033383,0.00003,FTP-DATA
3866,20,0.000001,0.000012,0.000031,0.002089,0.00036,0.030603,0.000042,FTP-DATA
3270,20,0.000001,0.00001,0.000021,0.002323,0.000244,0.032914,0.000062,FTP-DATA
3421,20,0.000001,0.000007,0.000017,0.001026,0.000105,0.032125,0.000023,FTP-DATA
3695,20,0.000001,0.000007,0.000018,0.001774,0.000138,0.031881,0.000048,FTP-DATA
3191,20,0.000001,0.00001,0.000022,0.003485,0.000267,0.036556,0.000102,FTP-DATA
3912,20,0,0.00001,0.000026,0.001184,0.00029,0.032257,0.000018,FTP-DATA
3215,20,0,0.000007,0.00002,0.001784,0.000167,0.032416,0.000048,FTP-DATA
14948,20,0.000001,0.000136,0.00032,0.031442,0.001399,0.14031,0.003804,FTP-DATA
3911,20,0.000001,0.000011,0.00002,0.00162,0.00024,0.031464,0.000037,FTP-DATA
3891,20,0,0.000007,0.000018,0.001504,0.000115,0.032241,0.000033,FTP-DATA
3642,20,0.000001,0.000013,0.000044,0.002437,0.000294,0.034477,0.000053,FTP-DATA
3338,20,0,0.000007,0.000019,0.001531,0.000186,0.030661,0.000033,FTP-DATA
3229,20,0,0.000009,0.00003,0.001394,0.000297,0.037312,0.00002,FTP-DATA
3769,20,0,0.000013,0.000021,0.003267,0.000272,0.053789,0.000096,FTP-DATA
3895,20,0.000001,0.000009,0.00002,0.00188,0.000217,0.03214,0.00004,FTP-DATA
3490,20,0.000001,0.000012,0.000021,0.002154,0.00019,0.033155,0.000057,FTP-DATA
49277,20,0.000001,0.000133,0.000364,0.006813,0.012003,0.023053,0.00012,FTP-DATA
3932,20,0.000001,0.000013,0.000187,0.010493,0.000428,2.80388,0.021695,FTP-DATA
49270,20,0.000013,0.000198,0.000286,0.006634,0.011418,0.022907,0.000115,FTP-DATA
3148,20,0,0.00001,0.000037,0.001177,0.000298,0.032326,0.000018,FTP-DATA
3903,20,0,0.000012,0.000052,0.001282,0.00036,0.031324,0.000015,FTP-DATA
3407,20,0,0.000008,0.000028,0.001389,0.000295,0.032888,0.000025,FTP-DATA
3132,20,0.000001,0.000007,0.000019,0.001358,0.00019,0.031592,0.000023,FTP-DATA
3520,20,0,0.000008,0.000022,0.001355,0.000258,0.048011,0.000022,FTP-DATA
63782,20,0.000008,0.000266,0.000736,0.023034,0.030606,0.085212,0.001471,FTP-DATA
3861,20,0.000001,0.000011,0.000025,0.00441,0.000274,0.032654,0.000111,FTP-DATA
3631,20,0,0.000011,0.000052,0.001498,0.000322,0.035066,0.000024,FTP-DATA
3515,20,0.000001,0.000008,0.000025,0.00388,0.000278,0.032491,0.000101,FTP-DATA
3693,20,0.000001,0.00001,0.000028,0.002736,0.000307,0.031619,0.000062,FTP-DATA
3157,20,0,0.000009,0.000022,0.001269,0.000266,0.031953,0.000022,FTP-DATA
49260,20,0.000002,0.000098,0.00024,0.006491,0.011415,0.022169,0.000113,FTP-DATA
3116,20,0.000001,0.000007,0.000017,0.00106,0.000081,0.031903,0.000026,FTP-DATA
3293,20,0,0.000007,0.000018,0.001452,0.00017,0.033324,0.000038,FTP-DATA
63734,20,0.000001,0.000007,0.000304,0.025913,0.032916,0.103931,0.00185,FTP-DATA
3245,20,0.000001,0.000008,0.000019,0.001656,0.00016,0.032588,0.000044,FTP-DATA
3465,20,0,0.000008,0.000018,0.00133,0.000213,0.033423,0.000023,FTP-DATA
3904,20,0,0.000013,0.000115,0.001709,0.000372,0.033019,0.000027,FTP-DATA
3622,20,0.000001,0.00001,0.00002,0.002318,0.000245,0.034971,0.000062,FTP-DATA
3566,20,0.000001,0.000011,0.000035,0.00158,0.000299,0.033576,0.00003,FTP-DATA
49268,20,0.000083,0.000241,0.000313,0.006565,0.01151,0.022057,0.000111,FTP-DATA
3523,20,0,0.000008,0.00002,0.001193,0.000244,0.033679,0.000022,FTP-DATA
3714,20,0.000001,0.000012,0.000021,0.001796,0.000262,0.034755,0.000046,FTP-DATA
3501,20,0,0.000008,0.000021,0.001121,0.000261,0.033234,0.00002,FTP-DATA
49291,20,0.000001,0.000114,0.000312,0.006883,0.012104,0.023431,0.000126,FTP-DATA
49281,20,0,0.000143,0.00034,0.006783,0.011987,0.022882,0.000121,FTP-DATA
3145,20,0,0.00001,0.00003,0.001383,0.000312,0.032861,0.000021,FTP-DATA
3312,20,0,0.000011,0.000115,0.001232,0.000361,0.03293,0.000015,FTP-DATA
49254,20,0.000026,0.00032,0.000459,0.006752,0.011884,0.022373,0.000111,FTP-DATA
3499,20,0,0.00001,0.000034,0.002063,0.000306,0.033281,0.00004,FTP-DATA
34765,20,0,0.000015,0.000304,0.037317,0.015885,1.897467,0.014707,FTP-DATA
3350,20,0.000001,0.000016,0.000149,0.005771,0.000351,0.032319,0.00014,FTP-DATA
3873,20,0,0.000007,0.000016,0.001135,0.000056,0.031364,0.000029,FTP-DATA
63737,20,0.000005,0.000138,0.000728,0.023033,0.030826,0.08554,0.001471,FTP-DATA
3692,20,0.000001,0.000009,0.000019,0.001839,0.000141,0.034953,0.000052,FTP-DATA
3362,20,0,0.00001,0.00003,0.001366,0.0003,0.032153,0.000024,FTP-DATA
3164,20,0.000001,0.000012,0.000023,0.003611,0.000228,0.033623,0.000093,FTP-DATA
3121,20,0,0.000008,0.000018,0.001662,0.000171,0.03122,0.000042,FTP-DATA
3901,20,0,0.000007,0.000017,0.000935,0.000071,0.03121,0.000021,FTP-DATA
3326,20,0,0.000007,0.000017,0.000956,0.000086,0.03106,0.000021,FTP-DATA
3725,20,0,0.000008,0.00002,0.00142,0.000261,0.034028,0.000026,FTP-DATA
34764,20,0.000001,0.000019,0.000328,0.05092,0.010575,1.508442,0.0296,FTP-DATA
3666,20,0.000001,0.00001,0.000019,0.00267,0.000258,0.146789,0.000164,FTP-DATA
3601,20,0.000001,0.000008,0.000017,0.001869,0.000147,0.034196,0.00004,FTP-DATA
63791,20,0,0.000002,0.000016,0.01863,0.000063,15.676453,0.066085,FTP-DATA
3626,20,0,0.00001,0.000027,0.001361,0.000287,0.035471,0.000024,FTP-DATA
3206,20,0.000001,0.00001,0.000024,0.001937,0.000238,0.034985,0.000046,FTP-DATA
3115,20,0.000001,0.000008,0.000017,0.001596,0.000238,0.032204,0.000038,FTP-DATA
3839,20,0,0.000008,0.000019,0.001094,0.000246,0.032667,0.000019,FTP-DATA
3795,20,0,0.000007,0.00002,0.002539,0.000164,0.034127,0.000073,FTP-DATA
63797,20,0.000001,0.000008,0.000279,0.026267,0.041795,0.198725,0.002381,FTP-DATA
3966,20,0,0.000013,0.000019,0.002788,0.000186,0.032808,0.000074,FTP-DATA
3645,20,0.000001,0.000008,0.000091,0.01014,0.002852,0.106778,0.000562,FTP-DATA
3208,20,0,0.00001,0.00002,0.001754,0.0002,0.032132,0.000039,FTP-DATA
49240,20,0.000023,0.000283,0.000325,0.006754,0.011648,0.023072,0.000119,FTP-DATA
3606,20,0,0.000008,0.000022,0.002581,0.000215,0.033469,0.000065,FTP-DATA
63785,20,0.000001,0.000242,0.008673,0.030708,0.059354,0.096793,0.001433,FTP-DATA
3665,20,0,0.00001,0.000028,0.001757,0.000322,0.034097,0.000026,FTP-DATA
3951,20,0.000001,0.000011,0.000019,0.001321,0.000116,0.030849,0.000033,FTP-DATA
3603,20,0.000001,0.000015,0.000118,0.005958,0.000314,0.035057,0.000155,FTP-DATA
3400,20,0.000001,0.000013,0.000022,0.003536,0.00026,0.032539,0.000093,FTP-DATA
3502,20,0,0.00001,0.000053,0.001242,0.00032,0.032889,0.000017,FTP-DATA
49222,20,0.000026,0.000241,0.001064,0.00789,0.014239,0.025182,0.000133,FTP-DATA
3337,20,0.000001,0.000008,0.000023,0.002035,0.00024,0.033724,0.00004,FTP-DATA
23948,20,0.000002,0.000212,0.000345,0.102015,0.213515,0.39114,0.028844,FTP-DATA
3934,20,0,0.000008,0.000019,0.001047,0.000195,0.036567,0.000019,FTP-DATA
49283,20,0.00008,0.000335,0.00058,0.006763,0.011696,0.022619,0.000116,FTP-DATA
3445,20,0.000001,0.000012,0.000145,0.002623,0.000355,0.034238,0.000057,FTP-DATA
3845,20,0,0.000011,0.000121,0.001467,0.00035,0.032926,0.000026,FTP-DATA
3677,20,0,0.000007,0.000016,0.000941,0.000048,0.032437,0.000018,FTP-DATA
3689,20,0,0.000011,0.000032,0.001802,0.000285,0.034348,0.000039,FTP-DATA
34758,20,0,0.000015,0.000309,0.019523,0.0146,1.017024,0.002872,FTP-DATA
49253,20,0.0001,0.00021,0.003928,0.009317,0.019152,0.022467,0.00011,FTP-DATA
3110,20,0.000001,0.000008,0.000019,0.001306,0.000138,0.033393,0.000032,FTP-DATA
63738,20,0.000007,0.000036,0.000299,0.024824,0.035087,0.096141,0.001636,FTP-DATA
3345,20,0.000001,0.000009,0.000019,0.003127,0.000195,0.03242,0.000084,FTP-DATA
3789,20,0,0.000008,0.00002,0.00164,0.000181,0.032875,0.000041,FTP-DATA
3097,20,0.000001,0.000007,0.000019,0.00347,0.000147,0.061398,0.000112,FTP-DATA
3473,20,0.000001,0.000003,0.000017,0.001192,0.000071,0.033333,0.000033,FTP-DATA
